,DateTime,open,high,low,close,volume,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SMA_5,WMA_10,SMA_14,WMA_28,SMA_44,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
14,2022-11-04 12:45,7173.45,7173.85,7160.25,7165.0,12956,7157.785737447833,1,7157.785737447833,,7169.829999999999,7169.32090909091,7174.892857142856,,,6929.897856332783,,0.06,0
15,2022-11-04 13:00,7165.0,7174.35,7161.0,7167.0,18549,7157.785737447833,1,7157.785737447833,,7171.289999999999,7169.1836363636385,7172.535714285713,,,6947.597984952816,,0.06,0
16,2022-11-04 13:15,7167.9,7178.0,7163.35,7177.0,12662,7157.785737447833,1,7157.785737447833,,7171.49,7170.734545454548,7171.146428571427,,,6964.236105855647,,0.06,0
17,2022-11-04 13:30,7177.0,7177.0,7170.0,7174.0,11731,7157.785737447833,1,7157.785737447833,,7171.3,7171.386363636367,7169.110714285714,,,6979.875939504308,,0.06,0
18,2022-11-04 13:45,7174.0,7180.0,7166.1,7174.0,21153,7157.785737447833,1,7157.785737447833,,7171.4,7172.010909090913,7169.2535714285705,,,6994.577383134049,,0.06,0
19,2022-11-04 14:00,7174.0,7175.5,7161.0,7167.3,17768,7157.785737447833,1,7157.785737447833,,7171.860000000001,7171.410000000004,7169.785714285713,,,7008.396740146007,,0.06,0
20,2022-11-04 14:15,7167.3,7183.35,7157.6,7181.3,28133,7157.785737447833,1,7157.785737447833,,7174.720000000001,7173.310909090913,7171.482142857142,,,7021.386935737246,,0.06,0
21,2022-11-04 14:30,7181.3,7195.0,7163.6,7179.9,54024,7159.923191702172,1,7159.923191702172,,7175.300000000001,7174.564545454549,7172.010714285713,,,7033.597719593011,,0.06,0
22,2022-11-04 14:45,7179.9,7193.0,7177.55,7188.5,26823,7166.459164316147,1,7166.459164316147,,7178.200000000002,7177.310909090913,7173.074999999998,,,7045.07585641743,,0.06,0
23,2022-11-04 15:00,7182.1,7222.0,7182.1,7218.0,82083,7180.222140842412,1,7180.222140842412,,7187.000000000002,7185.174545454549,7176.867857142855,,,7055.865305032385,,0.06,0
24,2022-11-04 15:15,7218.45,7220.0,7203.4,7210.0,82509,7190.618977864924,1,7190.618977864924,,7195.540000000003,7190.774545454549,7180.460714285713,,,7066.007386730442,,0.06,0
25,2022-11-07 09:15,7248.1,7250.65,7201.0,7235.0,85549,7200.662695312792,1,7200.662695312792,,7206.280000000002,7200.101818181822,7184.674999999998,,,7075.540943526616,,0.08,0
26,2022-11-07 09:30,7232.45,7240.0,7190.05,7194.75,67396,7243.728404017606,-1,,7243.728404017606,7209.250000000002,7200.87454545455,7186.089285714284,,,7089.549668044487,,0.08,0
27,2022-11-07 09:45,7194.8,7205.45,7185.0,7195.2,23732,7222.749346300806,-1,,7222.749346300806,7210.590000000001,7201.406363636367,7187.639285714285,7185.793596059114,,7102.437694600928,,0.08,0
28,2022-11-07 10:00,7195.2,7204.0,7172.0,7174.95,23104,7216.163725400691,-1,,7216.163725400691,7201.9800000000005,7197.870909090913,7188.3499999999985,7185.293965517241,,7114.294679032853,,0.08,0
29,2022-11-07 10:15,7177.65,7177.65,7164.7,7168.05,25219,7197.165336057734,-1,,7197.165336057734,7193.590000000001,7193.063636363641,7188.424999999998,7184.358004926108,,7125.203104710225,,0.08,0
30,2022-11-07 10:30,7168.9,7179.5,7155.0,7158.0,25443,7193.02743090663,-1,,7193.02743090663,7178.1900000000005,7186.41545454546,7187.067857142856,7182.80763546798,,7135.238856333406,,0.08,0
31,2022-11-07 10:45,7156.0,7162.0,7146.2,7150.2,35037,7178.452083634254,-1,,7178.452083634254,7169.280000000001,7178.772727272733,7185.367857142855,7180.814039408867,,7144.471747826734,,0.08,0
32,2022-11-07 11:00,7150.2,7165.1,7150.0,7162.0,23403,7178.452083634254,-1,,7178.452083634254,7162.639999999999,7173.815454545462,7184.510714285713,7179.763054187191,,,7250.65,0.02,1
33,2022-11-07 11:15,7162.0,7162.0,7154.05,7162.0,12671,7178.452083634254,-1,,7178.452083634254,7160.05,7169.340000000007,7184.132142857141,7178.736699507388,,,7248.637,0.02,0
34,2022-11-07 11:30,7162.0,7173.0,7153.0,7153.2,18768,7178.452083634254,-1,,7178.452083634254,7157.08,7164.282727272735,7182.124999999998,7177.098152709359,,,7246.66426,0.02,0
35,2022-11-07 11:45,7156.0,7165.05,7152.0,7163.0,9052,7178.175749850059,-1,,7178.175749850059,7158.08,7162.040000000009,7180.917857142856,7176.1461822660085,,,7244.7309748,0.02,0
36,2022-11-07 12:00,7160.5,7163.5,7153.0,7157.75,8270,7176.59349987148,-1,,7176.59349987148,7159.589999999999,7160.151818181827,7178.721428571427,7174.855541871921,,,7242.836355304,0.02,0
37,2022-11-07 12:15,7157.75,7161.0,7156.0,7160.0,4382,7174.9372856041255,-1,,7174.9372856041255,7159.19,7159.345454545464,7174.578571428569,7173.759113300492,,,7240.97962819792,0.02,0
38,2022-11-07 12:30,7160.0,7161.0,7130.0,7131.3,33144,7164.017673374965,-1,,7164.017673374965,7153.05,7153.960909090919,7168.957142857142,7170.695443349753,,,7239.160035633961,0.04,0
39,2022-11-07 12:45,7131.3,7142.0,7130.05,7137.65,9940,7153.604434321398,-1,,7153.604434321398,7149.94,7150.524545454556,7162.00357142857,7168.139655172413,,,7234.793634208603,0.04,0
40,2022-11-07 13:00,7137.65,7139.85,7124.9,7127.95,24449,7149.578800846913,-1,,7149.578800846913,7142.9299999999985,7145.8772727272835,7157.23214285714,7165.0093596059105,,,7230.601888840259,0.06,0
41,2022-11-07 13:15,7128.9,7137.0,7120.75,7120.75,16042,7145.942543583068,-1,,7145.942543583068,7135.529999999999,7140.467272727284,7151.914285714284,7161.498275862068,,,7224.259775509843,0.08,0
42,2022-11-07 13:30,7120.75,7126.0,7111.0,7122.0,15061,7135.272180214059,-1,,7135.272180214059,7127.9299999999985,7135.8200000000115,7148.132142857141,7158.203325123152,,,7215.978993469056,0.1,0
43,2022-11-07 13:45,7122.0,7129.55,7117.0,7127.0,16546,7135.272180214059,-1,,7135.272180214059,7127.069999999998,7132.809090909102,7145.199999999998,7155.359113300492,7169.9375,,7205.48109412215,0.1,0
44,2022-11-07 14:00,7127.1,7146.5,7127.1,7143.95,30692,7120.155132903958,1,7120.155132903958,,7128.329999999997,7133.516363636376,7144.196428571427,7153.782389162561,7168.868181818182,,7196.032984709936,0.1,0
45,2022-11-07 14:15,7143.95,7158.0,7141.35,7157.9,13379,7133.029399631963,1,7133.029399631963,,7134.319999999997,7136.928181818194,7144.746428571426,7153.249137931034,7167.9113636363645,,7187.529686238942,0.1,0
46,2022-11-07 14:30,7155.95,7175.95,7155.95,7169.5,29404,7148.825199684539,1,7148.825199684539,,7144.069999999997,7142.541818181831,7145.282142857141,7153.5555418719205,7167.298863636364,,7179.876717615048,0.1,0
47,2022-11-07 14:45,7169.5,7177.9,7161.8,7171.5,24546,7152.871599729606,1,7152.871599729606,,7153.969999999997,7148.305454545468,7145.960714285712,7154.010960591132,7166.594318181818,7111.0,,0.02,1
48,2022-11-07 15:00,7168.0,7202.0,7168.0,7198.9,74777,7165.589942625376,1,7165.589942625376,,7168.349999999997,7158.8418181818315,7149.224999999998,7156.3456896551725,7167.205681818183,7112.338,,0.04,0
49,2022-11-07 15:15,7198.9,7200.75,7176.55,7188.0,69700,7168.555665107465,1,7168.555665107465,,7177.159999999998,7166.167272727287,7151.010714285711,7157.885344827587,7167.845454545456,7115.92448,,0.04,0
50,2022-11-09 09:15,7235.0,7235.0,7160.3,7182.7,102976,7169.754855806398,1,7169.754855806398,,7182.119999999997,7171.6136363636515,7152.792857142855,7159.039532019705,7168.417045454547,7119.3675008,,0.06,0
51,2022-11-09 09:30,7183.0,7193.95,7146.2,7161.15,57841,7200.806552165944,-1,,7200.806552165944,7180.449999999997,7172.14636363638,7152.874999999997,7158.721798029557,7168.159090909094,7126.305450752,,0.06,0
52,2022-11-09 09:45,7162.95,7184.45,7160.0,7177.55,23249,7200.806552165944,-1,,7200.806552165944,7181.659999999998,7174.926363636379,7156.178571428568,7159.67512315271,7168.248863636367,7132.82712370688,,0.06,0
53,2022-11-09 10:00,7179.75,7184.0,7159.75,7161.8,18230,7200.806552165944,-1,,7200.806552165944,7174.239999999998,7173.832727272744,7157.903571428569,7159.622167487685,7168.178409090911,7138.957496284467,,0.06,0
54,2022-11-09 10:15,7161.8,7166.4,7152.0,7165.9,29604,7186.145525562227,-1,,7186.145525562227,7169.819999999998,7172.851818181835,7160.614285714283,7160.032266009853,7168.319318181821,7144.720046507399,,0.06,0
55,2022-11-09 10:30,7165.0,7192.4,7165.0,7181.0,37396,7186.145525562227,-1,,7186.145525562227,7169.479999999999,7174.217272727291,7164.917857142855,7161.554802955665,7168.432954545457,7150.136843716955,,0.06,0
56,2022-11-09 10:45,7181.0,7181.9,7155.15,7159.8,20022,7186.145525562227,-1,,7186.145525562227,7169.209999999999,7171.3081818182,7167.6178571428545,7161.6502463054185,7168.088636363638,,7235.0,0.02,1
57,2022-11-09 11:00,7159.8,7165.95,7156.1,7163.85,10900,7185.5520656601775,-1,,7185.5520656601775,7166.469999999999,7169.311818181836,7170.249999999998,7162.062315270936,7167.86931818182,,7233.403,0.02,0
58,2022-11-09 11:15,7163.85,7169.95,7158.0,7158.55,10595,7185.5520656601775,-1,,7185.5520656601775,7165.82,7166.490909090928,7171.292857142856,7162.11921182266,7167.722727272729,,7231.83794,0.02,0
59,2022-11-09 11:30,7158.55,7160.5,7135.0,7139.0,37340,7170.876007423804,-1,,7170.876007423804,7160.44,7160.849090909111,7169.942857142856,7160.826477832512,7167.086363636365,,7230.3041812,0.04,0
60,2022-11-09 11:45,7139.0,7149.35,7128.1,7138.15,31308,7161.583006363261,-1,,7161.583006363261,7151.87,7155.943636363656,7167.703571428569,7159.502709359606,7166.203409090911,,7226.492013952,0.06,0
61,2022-11-09 12:00,7136.4,7140.0,7126.5,7128.95,15888,7154.771148311366,-1,,7154.771148311366,7145.7,7150.175454545474,7164.664285714284,7157.603201970444,7165.179545454547,,7220.58849311488,0.08,0
62,2022-11-09 12:15,7128.95,7138.1,7114.65,7123.25,24862,7148.1716985526,-1,,7148.1716985526,7137.58,7143.956363636384,7159.260714285713,7155.391995073893,7164.026136363638,,7213.0614136656895,0.1,0
63,2022-11-09 12:30,7123.3,7136.85,7121.2,7135.85,17170,7148.1716985526,-1,,7148.1716985526,7133.040000000001,7141.015454545474,7155.535714285713,7154.123522167489,7163.311363636365,,7203.220272299121,0.1,0
64,2022-11-09 12:45,7135.2,7148.0,7135.0,7142.9,13101,7148.1716985526,-1,,7148.1716985526,7133.8200000000015,7139.828181818201,7152.692857142856,7153.40812807882,7162.438636363639,,7194.3632450692085,0.1,0
65,2022-11-09 13:00,7140.25,7155.1,7140.25,7147.6,17306,7148.1716985526,-1,,7148.1716985526,7135.710000000001,7139.913636363656,7151.724999999999,7153.053448275864,7161.704545454547,,7186.391920562288,0.1,0
66,2022-11-09 13:15,7147.6,7153.9,7138.0,7150.4,9178,7127.322544221503,1,7127.322544221503,,7140.0,7141.115454545476,7149.785714285713,7152.922413793106,7160.838636363638,,7179.217728506059,0.1,0
67,2022-11-09 13:30,7150.4,7168.0,7150.0,7167.15,16864,7140.462180761289,1,7140.462180761289,,7148.780000000001,7145.533636363657,7150.167857142856,7153.899507389166,7159.682954545457,,7172.760955655453,0.1,0
68,2022-11-09 13:45,7165.75,7177.4,7158.05,7169.7,22228,7149.071154938249,1,7149.071154938249,,7155.55,7150.355454545475,7150.439285714284,7154.979802955668,7158.767045454548,7114.65,,0.02,1
69,2022-11-09 14:00,7169.7,7171.25,7159.0,7169.75,15331,7149.071154938249,1,7149.071154938249,,7160.92,7154.983636363658,7149.635714285713,7155.960714285718,7157.284090909094,7115.905,,0.02,0
70,2022-11-09 14:15,7170.0,7177.0,7155.8,7164.95,18038,7149.071154938249,1,7149.071154938249,,7164.389999999999,7158.180000000023,7150.00357142857,7156.489901477836,7156.606818181821,7117.1349,,0.02,0
71,2022-11-09 14:30,7164.7,7166.25,7141.0,7142.4,15462,7172.860803304194,-1,,7172.860803304194,7162.789999999999,7156.789090909115,7148.471428571426,7155.358128078821,7155.406818181821,7118.340202,,0.02,0
72,2022-11-09 14:45,7141.7,7148.3,7128.35,7132.2,17513,7157.662831403595,-1,,7157.662831403595,7155.799999999998,7153.299090909116,7146.589285714283,7153.484975369462,7154.43522727273,7119.52139796,,0.02,0
73,2022-11-09 15:00,7133.6,7159.8,7130.0,7148.75,47949,7157.662831403595,-1,,7157.662831403595,7151.609999999998,7152.65545454548,7147.285714285711,7152.782142857146,7153.996590909094,7120.6789700008,,0.02,0
74,2022-11-09 15:15,7148.0,7152.0,7130.0,7138.5,56499,7157.662831403595,-1,,7157.662831403595,7145.359999999998,7149.913636363662,7147.310714285712,7151.39495073892,7153.553409090912,7121.813390600784,,0.02,0
75,2022-11-10 09:15,7158.0,7165.0,7096.6,7104.55,79524,7158.570762633168,-1,,7158.570762633168,7133.279999999997,7141.0790909091165,7145.567857142855,7147.742733990151,7152.515909090912,,7177.4,0.02,1
76,2022-11-10 09:30,7103.15,7105.85,7055.0,7074.45,73746,7111.492796542715,-1,,7111.492796542715,7119.689999999997,7127.554545454572,7142.082142857141,7142.17955665025,7150.526136363639,,7175.784,0.04,0
77,2022-11-10 09:45,7074.45,7080.0,7069.15,7070.3,23209,7102.7545398937555,-1,,7102.7545398937555,7107.309999999996,7114.656363636391,7137.399999999997,7136.636699507392,7148.442045454548,,7170.9526399999995,0.04,0
78,2022-11-10 10:00,7070.3,7099.9,7070.0,7075.25,31017,7102.7545398937555,-1,,7102.7545398937555,7092.609999999996,7104.4190909091185,7132.567857142855,7131.7251231527125,7146.670454545457,,7166.3145343999995,0.04,0
79,2022-11-10 10:15,7075.25,7093.05,7071.1,7084.9,16202,7102.7545398937555,-1,,7102.7545398937555,7081.889999999997,7097.653636363664,7128.089285714283,7127.743719211827,7144.895454545458,,7161.861953023999,0.04,0
80,2022-11-10 10:30,7084.9,7087.5,7070.3,7074.95,13897,7102.7545398937555,-1,,7102.7545398937555,7075.969999999997,7090.621818181847,7122.699999999997,7123.263916256162,7143.01363636364,,7157.587474903039,0.04,0
81,2022-11-10 10:45,7074.95,7077.35,7051.2,7064.05,28847,7090.321119826033,-1,,7090.321119826033,7073.889999999997,7083.244545454574,7115.335714285712,7118.285098522172,7140.832954545458,,7153.483975906917,0.06,0
82,2022-11-10 11:00,7064.05,7071.95,7062.0,7069.15,16081,7090.321119826033,-1,,7090.321119826033,7073.659999999996,7078.2190909091205,7108.153571428569,7113.898768472912,7139.420454545459,,7147.346937352502,0.06,0
83,2022-11-10 11:15,7068.35,7074.15,7056.0,7057.6,14581,7088.022149259943,-1,,7088.022149259943,7070.129999999996,7072.24000000003,7100.142857142855,7108.954187192124,7137.601136363639,,7141.578121111352,0.06,0
84,2022-11-10 11:30,7057.55,7064.3,7050.0,7054.0,20567,7078.861842222808,-1,,7078.861842222808,7063.949999999995,7067.263636363666,7092.217857142855,7104.0652709359665,7135.920454545457,,7136.15543384467,0.08,0
85,2022-11-10 11:45,7054.0,7056.95,7045.0,7049.8,21039,7071.292293333836,-1,,7071.292293333836,7058.9199999999955,7063.06000000003,7085.60357142857,7099.1472906404,7134.307954545457,,7129.262999137097,0.1,0
86,2022-11-10 12:00,7050.0,7050.0,7032.0,7035.75,22632,7060.986251429003,-1,,7060.986251429003,7053.259999999995,7057.297272727304,7078.714285714284,7093.541256157641,7132.34772727273,,7120.836699223387,0.12000000000000001,0
87,2022-11-10 12:15,7031.05,7036.5,7027.0,7030.0,17060,7050.238215510573,-1,,7050.238215510573,7045.429999999995,7051.192727272759,7070.232142857142,7087.841133004932,7130.1431818181845,,7110.176295316581,0.14,0
88,2022-11-10 12:30,7030.25,7049.9,7030.0,7048.05,10484,7050.238215510573,-1,,7050.238215510573,7043.519999999995,7049.10272727276,7063.771428571427,7083.654310344833,7127.963636363638,,7098.531613972259,0.14,0
89,2022-11-10 12:45,7048.1,7060.0,7040.05,7041.1,13090,7050.238215510573,-1,,7050.238215510573,7040.939999999995,7046.243636363669,7059.239285714285,7079.210098522173,7125.3090909090915,,7088.517188016142,0.14,0
90,2022-11-10 13:00,7041.1,7047.25,7027.05,7030.45,22819,7056.209925802576,-1,,7056.209925802576,7037.069999999995,7042.244545454578,7056.096428571428,7074.247783251238,7122.148863636365,,7079.904781693883,0.14,0
91,2022-11-10 13:15,7030.45,7035.0,7028.0,7030.35,14763,7048.837079259351,-1,,7048.837079259351,7035.989999999995,7039.036363636395,7053.242857142856,7069.507142857148,7118.940909090909,,7072.498112256739,0.14,0
92,2022-11-10 13:30,7030.35,7036.4,7027.0,7028.45,18269,7047.903210793729,-1,,7047.903210793729,7035.679999999995,7036.095454545486,7049.9,7064.89532019705,7115.067045454546,,7066.128376540795,0.14,0
93,2022-11-10 13:45,7028.45,7034.0,7007.85,7012.8,41887,7038.54918068034,-1,,7038.54918068034,7028.629999999995,7031.049090909123,7044.75,7059.486083743848,7111.085227272727,,7060.650403825084,0.16,0
94,2022-11-10 14:00,7012.0,7015.8,7000.0,7004.0,76040,7025.263583440291,-1,,7025.263583440291,7021.209999999995,7025.217272727305,7039.682142857143,7053.8019704433555,7107.023863636364,,7052.20233921307,0.18,0
95,2022-11-10 14:15,7004.0,7006.45,6976.0,6979.95,60777,7010.45807152025,-1,,7010.45807152025,7011.109999999995,7015.9218181818505,7033.675,7046.819827586213,7102.905681818182,,7042.805918154718,0.19999999999999998,0
96,2022-11-10 14:30,6979.95,6985.0,6972.95,6976.15,36788,6997.181918445928,-1,,6997.181918445928,7000.269999999995,7007.205454545488,7027.032142857142,7040.0366995073955,7098.328409090909,,7029.444734523774,0.2,0
97,2022-11-10 14:45,6977.9,6982.0,6965.15,6975.8,45378,6991.588072953653,-1,,6991.588072953653,6989.739999999995,6999.509090909124,7021.189285714286,7033.7061576354745,7094.101136363636,,7018.145787619019,0.2,0
98,2022-11-10 15:00,6978.3,6986.0,6964.55,6980.45,184528,6991.588072953653,-1,,6991.588072953653,6983.269999999995,6993.643636363669,7015.935714285713,7028.174014778332,7089.886363636364,,7007.546630095215,0.2,0
99,2022-11-10 15:15,6980.5,6990.0,6967.85,6989.75,103559,6991.588072953653,-1,,6991.588072953653,6980.4199999999955,6990.698181818215,7011.646428571427,7023.737684729071,7085.539772727273,,6998.947304076172,0.2,0
100,2022-11-11 09:15,7149.0,7150.0,7094.1,7119.3,192624,7082.850076507321,1,7082.850076507321,,7008.289999999995,7012.240909090943,7017.614285714285,7028.611822660105,7084.619318181818,6964.55,,0.02,1
101,2022-11-11 09:30,7119.25,7149.9,7119.25,7134.65,137206,7096.596494149132,1,7096.596494149132,,7039.989999999995,7034.959090909125,7025.089285714284,7034.57635467981,7083.955681818183,6967.85,,0.02,0
102,2022-11-11 09:45,7134.95,7157.85,7131.2,7136.7,86425,7108.164852127827,1,7108.164852127827,,7072.1699999999955,7056.153636363671,7031.421428571427,7040.716995073899,7083.459090909092,6971.493,,0.04,0
103,2022-11-11 10:00,7138.15,7146.85,7130.0,7133.75,40478,7108.164852127827,1,7108.164852127827,,7102.829999999996,7074.843636363671,7038.039285714284,7046.658620689663,7083.339772727274,6978.94728,,0.04,0
104,2022-11-11 10:15,7135.5,7138.85,7103.15,7109.9,53188,7108.164852127827,1,7108.164852127827,,7126.859999999996,7086.998181818216,7043.7142857142835,7050.883497536955,7082.697727272729,6986.1033888,,0.04,0
105,2022-11-11 10:30,7109.9,7121.2,7100.0,7117.0,33506,7108.164852127827,1,7108.164852127827,,7126.399999999997,7098.518181818216,7049.903571428569,7055.510714285722,7082.426136363638,6992.973253248,,0.04,0
106,2022-11-11 10:45,7117.0,7123.0,7108.4,7120.0,22706,7108.164852127827,1,7108.164852127827,,7123.469999999997,7108.091818181854,7056.442857142855,7060.229802955674,7082.352272727274,6999.56832311808,,0.04,0
107,2022-11-11 11:00,7118.4,7123.8,7101.0,7103.0,28675,7141.003493178676,-1,,7141.003493178676,7116.729999999996,7111.959090909127,7062.885714285711,7063.666256157645,7081.605681818183,7005.899590193357,,0.04,0
108,2022-11-11 11:15,7104.75,7105.1,7081.2,7091.85,46160,7121.081565581722,-1,,7121.081565581722,7108.349999999996,7111.4863636364,7069.160714285712,7066.289162561586,7080.4454545454555,7011.977606585622,,0.04,0
109,2022-11-11 11:30,7091.85,7095.75,7075.0,7078.05,31494,7112.280627641477,-1,,7112.280627641477,7101.979999999996,7106.479090909127,7076.167857142856,7067.918719211832,7078.864772727274,7017.812502322197,,0.04,0
110,2022-11-11 11:45,7078.05,7078.75,7054.5,7063.15,58406,7093.151252264123,-1,,7093.151252264123,7091.209999999996,7097.157272727309,7082.382142857141,7068.486206896562,7076.88181818182,7023.4140022293095,,0.04,0
111,2022-11-11 12:00,7063.15,7078.9,7057.2,7062.35,26385,7093.151252264123,-1,,7093.151252264123,7079.679999999996,7088.710909090945,7088.564285714284,7069.013300492621,7074.5,7028.791442140137,,0.04,0
112,2022-11-11 12:15,7062.35,7062.75,7021.4,7042.75,51576,7070.12796084711,-1,,7070.12796084711,7067.629999999996,7078.015454545492,7093.014285714285,7068.17697044336,7071.614772727273,,7157.85,0.02,1
113,2022-11-11 12:30,7042.8,7049.0,7025.9,7026.0,29552,7064.795395011809,-1,,7064.795395011809,7054.459999999996,7065.982727272764,7095.60357142857,7066.213177339912,7068.347727272727,,7155.121,0.02,0
114,2022-11-11 12:45,7028.15,7029.6,7011.0,7011.0,30564,7046.396052867265,-1,,7046.396052867265,7041.049999999997,7053.181818181855,7087.867857142855,7063.273522167498,7064.848863636363,,7152.44658,0.04,0
115,2022-11-11 13:00,7011.0,7026.15,7002.0,7016.45,30578,7039.893045314799,-1,,7039.893045314799,7031.709999999996,7043.170000000037,7079.424999999998,7060.770689655184,7061.9863636363625,,7146.7887168,0.06,0
116,2022-11-11 13:15,7016.45,7026.3,7008.55,7008.55,22945,7039.893045314799,-1,,7039.893045314799,7020.949999999997,7033.550000000038,7070.271428571427,7057.756403940897,7059.176136363635,,7138.101393792,0.06,0
117,2022-11-11 13:30,7008.55,7010.05,6995.0,6999.55,31139,7025.816829210872,-1,,7025.816829210872,7012.309999999998,7024.320000000038,7060.685714285713,7054.218719211833,7055.785227272726,,7129.93531016448,0.08,0
118,2022-11-11 13:45,7003.1,7024.35,7000.0,7020.5,24968,7025.816829210872,-1,,7025.816829210872,7011.209999999997,7020.780000000037,7054.3,7052.2282019704535,7053.103409090908,,7119.140485351321,0.08,0
119,2022-11-11 14:00,7020.5,7029.0,6995.0,7001.55,42946,7025.816829210872,-1,,7025.816829210872,7009.319999999998,7015.091818181856,7046.053571428572,7048.955295566512,7050.762499999998,,7109.209246523215,0.08,0
120,2022-11-11 14:15,7001.25,7028.0,7001.25,7013.85,40365,7025.816829210872,-1,,7025.816829210872,7008.799999999998,7013.030909090948,7038.471428571429,7046.601600985231,7049.3852272727245,,7100.072506801358,0.08,0
121,2022-11-11 14:30,7016.65,7044.0,7012.95,7039.55,31177,7002.3918427083345,1,7002.3918427083345,,7014.999999999998,7016.539090909129,7033.939285714287,7046.056280788187,7048.686363636361,,7091.66670625725,0.08,0
122,2022-11-11 14:45,7039.55,7049.0,7029.3,7045.8,31109,7013.978722321429,1,7013.978722321429,,7024.249999999998,7021.59818181822,7030.650000000001,7045.876108374394,7048.017045454543,,7083.93336975667,0.08,0
123,2022-11-11 15:00,7047.5,7059.0,7044.0,7054.6,48304,7027.781761989796,1,7027.781761989796,,7031.069999999998,7028.201818181857,7028.975,7046.1998768472995,7047.328409090906,,7076.818700176136,0.08,0
124,2022-11-11 15:15,7055.0,7059.0,7040.0,7052.0,54503,7027.781761989796,1,7027.781761989796,,7041.159999999998,7033.812727272765,7028.1785714285725,7046.160467980305,7046.806818181814,,7070.273204162046,0.08,0
125,2022-11-14 09:15,7054.9,7107.0,7021.05,7048.05,101906,7031.994253706789,1,7031.994253706789,,7047.999999999998,7037.960000000038,7027.157142857143,7045.661822660107,7046.443181818177,6995.0,,0.02,1
126,2022-11-14 09:30,7048.0,7087.95,7046.0,7075.05,29902,7033.527217462963,1,7033.527217462963,,7055.0999999999985,7046.441818181856,7029.464285714287,7046.847290640402,7046.577272727268,6997.24,,0.02,0
127,2022-11-14 09:45,7079.0,7080.4,7056.55,7076.5,17035,7036.398329253968,1,7036.398329253968,,7061.24,7053.97818181822,7033.071428571429,7047.89975369459,7047.006818181814,6999.4352,,0.02,0
128,2022-11-14 10:00,7076.5,7095.0,7073.7,7082.4,25647,7053.812853646258,1,7053.812853646258,,7066.8,7061.188181818219,7038.171428571429,7049.145443349764,7047.652272727269,7001.586496,,0.02,0
129,2022-11-14 10:15,7082.0,7082.0,7052.9,7054.05,23059,7053.812853646258,1,7053.812853646258,,7067.210000000001,7062.11818181822,7040.857142857144,7048.52684729065,7047.74886363636,7003.69476608,,0.02,0
130,2022-11-14 10:30,7053.95,7053.95,7027.0,7034.9,40814,7070.386985076219,-1,,7070.386985076219,7064.58,7058.6118181818565,7042.739285714286,7046.786083743854,7047.729545454542,7005.7608707583995,,0.02,0
