Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SMA_5,WMA_10,SMA_14,WMA_28,SMA_44,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
1996-01-01 00:00:00+05:30,10.4397965969492,10.495814914513103,10.371046358475843,10.477991104125977,48051995,0.0,0.0,0.0,1,,,,,,,,,,0.02,0
1996-01-02 00:00:00+05:30,10.452526527117259,10.503452320787186,10.320119212465162,10.39650821685791,77875009,0.0,0.0,,1,,,,,,,,10.320119212465162,,0.02,1
1996-01-03 00:00:00+05:30,10.567110397342303,11.048359509360528,10.452526886810126,10.475443840026855,96602936,0.0,0.0,,1,,,,,,,,10.320119212465162,,0.04,0
1996-01-04 00:00:00+05:30,10.376139692559786,10.40924168308622,10.2386398408836,10.37868595123291,100099436,0.0,0.0,,1,,,,,,,,,11.048359509360528,0.02,1
1996-01-05 00:00:00+05:30,10.337945947119518,10.337945947119518,10.218269897328996,10.307390213012695,76935930,0.0,0.0,,1,,,10.407203865051269,,,,,,11.048359509360528,0.04,0
1996-01-08 00:00:00+05:30,10.287020644842153,10.294659421798196,9.793039496150058,9.894891738891602,86288584,0.0,0.0,,1,,,10.290583992004395,,,,,,11.015155924879267,0.06,0
1996-01-09 00:00:00+05:30,9.602066823219692,9.777760551547392,9.281233214491019,9.609704971313477,179415702,0.0,0.0,,1,,,10.133223342895509,,,,,,10.941828939155513,0.08,0
1996-01-10 00:00:00+05:30,9.42127997147539,9.64790012833824,9.319428370762505,9.362714767456055,127653926,0.0,0.0,9.099537756305978,1,9.099537756305978,,9.910677528381347,,,,,,10.808981281182353,0.08,0
1996-01-11 00:00:00+05:30,9.268500408086702,9.70136992401691,9.255768490136072,9.655536651611328,189051436,0.0,0.0,9.099537756305978,1,9.099537756305978,,9.76604766845703,,,,,,10.686761435847046,0.1,0
1996-01-12 00:00:00+05:30,9.726835532934661,9.800678294492688,9.490030323069599,9.553688049316406,172918416,0.0,0.0,9.264197203474106,1,9.264197203474106,,9.615307235717774,9.81317723014138,,,,,10.543662141275949,0.1,0
1996-01-15 00:00:00+05:30,9.525678772862872,9.574058319374794,9.400910832149727,9.45438289642334,92291448,0.0,0.0,9.264197203474106,1,9.264197203474106,,9.527205467224121,9.711927656693891,,,,,10.41487277616196,0.1,0
1996-01-16 00:00:00+05:30,9.421282210611418,9.523133835531159,9.390726472025118,9.472208023071289,100259719,0.0,0.0,9.264197203474106,1,9.264197203474106,,9.499706077575684,9.63253007368608,,,,,10.298962347559371,0.1,0
1996-01-17 00:00:00+05:30,9.421280552936638,9.434011846867548,9.016420383727038,9.095355033874512,138279150,0.0,0.0,9.564743660141447,-1,,9.564743660141447,9.446234130859375,9.50141922343861,,,,,10.194642961817042,0.12000000000000001,0
1996-01-18 00:00:00+05:30,8.863641323433855,9.008779940838572,8.749057807940176,8.843271255493164,174217485,0.0,0.0,9.219413516532125,-1,,9.219413516532125,9.283781051635742,9.34956748268821,9.78412662233625,,,,10.053256252446241,0.14,0
1996-01-19 00:00:00+05:30,8.721053089404817,8.830542876266763,8.629385863586226,8.68795108795166,149773006,0.0,0.0,9.052371976321274,-1,,9.052371976321274,9.110633659362794,9.197392342307351,9.656266621180944,,,,9.870668470215392,0.16,0
1996-01-22 00:00:00+05:30,8.715957234607195,8.950216175958078,8.708318458439638,8.835633277893066,156270292,0.0,0.0,9.052371976321274,-1,,9.052371976321274,8.986883735656738,9.101512856916948,9.544775554112025,,,,9.672063253154725,0.16,0
1996-01-23 00:00:00+05:30,8.866186680485606,8.904381181766864,7.995355064596289,8.461326599121094,163795200,0.0,0.0,8.84871398396616,-1,,8.84871398396616,8.7847074508667,8.95683685649525,9.400910036904472,,,,9.505234870823765,0.18,0
1996-01-24 00:00:00+05:30,8.387485178415657,8.43841097509037,8.046281524586595,8.171050071716309,162072156,0.0,0.0,8.643506284015912,-1,,8.643506284015912,8.599846458435058,8.780262912403453,9.243221759796143,,,,9.233456505702819,0.18,0
1996-01-25 00:00:00+05:30,8.153227869685546,8.188876753237942,7.778923381248301,7.827302932739258,166534879,0.0,0.0,8.386316292536579,-1,,8.386316292536579,8.396652793884277,8.562856119329279,9.06607266834804,,,,9.010598246303644,0.19999999999999998,0
1996-01-26 00:00:00+05:30,7.827302932739257,7.827302932739257,7.827302932739257,7.827302932739258,0,0.0,0.0,8.172231125847935,-1,,8.172231125847935,8.224523162841797,8.378689939325506,8.918387753622872,,,,8.764263273292576,0.19999999999999998,0
1996-01-29 00:00:00+05:30,7.791656537221166,8.517349982844857,7.743276974179587,8.443507194519043,301314299,0.0,0.0,7.724078883181172,1,7.724078883181172,,8.146097946166993,8.33794971812855,8.83508791242327,,,,8.567195294883721,0.2,0
1996-01-30 00:00:00+05:30,8.708317141375618,9.624982070584856,8.581002341177546,9.202298164367676,490083300,0.0,0.0,8.586008999016613,1,8.586008999016613,,8.29429225921631,8.453551049665972,8.823629583631243,,,7.743276974179587,,0.02,1
1996-01-31 00:00:00+05:30,9.115725068523368,9.459473746295885,8.77197576297506,9.001141548156738,337615209,0.0,0.0,8.586008999016613,1,8.586008999016613,,8.460310554504394,8.53748590295965,8.77688707624163,,,7.743276974179587,,0.02,0
1996-02-01 00:00:00+05:30,8.91202134013518,9.42127997147539,8.886558753844858,9.362714767456055,295555091,0.0,0.0,8.613522793875147,1,8.613522793875147,,8.767392921447755,8.688874314048073,8.763246127537318,,,7.780911076107692,,0.02,0
1996-02-02 00:00:00+05:30,9.612251418433486,10.490722588402036,9.612251418433486,10.37868595123291,377841766,0.0,0.0,9.427145970038357,1,9.427145970038357,,9.277669525146484,9.015540331060237,8.82926777430943,,,7.817792495997235,,0.04,0
1996-02-05 00:00:00+05:30,10.949055935539704,11.468499006726068,10.620583529253542,11.2418794631958,564175497,0.0,0.0,10.353704231451292,1,10.353704231451292,,9.837343978881837,9.468409989096902,8.955672877175468,,,7.924709699693427,,0.06,0
1996-02-06 00:00:00+05:30,11.511785737602949,11.712942677071883,10.06294576837831,10.299750328063965,573328443,0.0,0.0,11.715804098142902,-1,,11.715804098142902,10.056834411621093,9.706233510104093,9.041701112474714,,,8.137337058115385,,0.08,0
1996-02-07 00:00:00+05:30,9.729382775888057,10.592575222318626,9.627530535717879,10.490723609924316,413246254,0.0,0.0,10.95751058460505,-1,,10.95751058460505,10.354750823974609,9.945353560014205,9.159376280648369,9.365506627876771,,8.423385507631904,,0.08,0
1996-02-08 00:00:00+05:30,10.597665327278868,11.593266149805215,10.490721221391517,11.407386779785156,379193186,0.0,0.0,10.158094948179155,1,10.158094948179155,,10.76368522644043,10.308963758295233,9.353621687207903,9.498998719483174,,8.686550081187102,,0.08,0
1996-02-09 00:00:00+05:30,11.814792187848385,12.324050092977219,11.412478380019039,12.069421768188477,458934072,0.0,0.0,10.97968484539708,1,10.97968484539708,,11.101832389831543,10.727851520885121,9.584606579371862,9.675859244586212,,8.928661488857884,,0.1,0
1996-02-12 00:00:00+05:30,11.76386899093616,11.967573464320756,11.15275933743745,11.313176155090332,448392867,0.0,0.0,10.97968484539708,1,10.97968484539708,,11.11609172821045,10.932110647721725,9.788310119083949,9.796444423092996,,9.268200349269817,,0.1,0
1996-02-13 00:00:00+05:30,11.203682044567923,12.43354111252987,11.106924230199073,11.993033409118652,470284449,0.0,0.0,10.97968484539708,1,10.97968484539708,,11.454748344421386,11.207804385098544,10.061308928898402,9.961852928687787,,9.573785323640557,,0.12000000000000001,0
1996-02-14 00:00:00+05:30,12.29858930620569,12.474283654388891,11.909006732213172,12.000673294067383,287264960,0.0,0.0,11.292667134323285,1,11.292667134323285,,11.75673828125,11.434146551652388,10.35940681185041,10.123812097634001,,9.916956018307275,,0.14,0
1996-02-15 00:00:00+05:30,11.712942836385492,12.094886651823098,11.611091235972236,11.809701919555664,322651352,0.0,0.0,11.292667134323285,1,11.292667134323285,,11.8372013092041,11.571229709278454,10.643863882337298,10.268430178975825,,10.2749818873587,,0.14,0
1996-02-16 00:00:00+05:30,11.611088845313501,11.72567171524249,11.511783523968203,11.600902557373047,228740914,0.0,0.0,11.292667134323285,1,11.292667134323285,,11.743497467041015,11.625858671014958,10.869392122541155,10.39393202307189,,10.582884134742928,,0.14,0
1996-02-19 00:00:00+05:30,11.814793822401164,11.977755621257016,11.649284509504659,11.718034744262695,239163846,0.0,0.0,11.292667134323285,1,11.292667134323285,,11.824469184875488,11.67956227389249,11.049087592533656,10.522607521470544,,10.847680067493362,,0.14,0
1996-02-20 00:00:00+05:30,11.712942209544,11.761321120764197,10.94905461954976,11.099285125732422,294959199,0.0,0.0,12.077409036606552,-1,,12.077409036606552,11.645719528198242,11.61210857738148,11.19895499093192,10.6028093516533,,,12.474283654388891,0.02,1
1996-02-21 00:00:00+05:30,11.099285125732422,11.099285125732422,11.099285125732422,11.099285125732422,0,0.0,0.0,11.718331839832056,-1,,11.718331839832056,11.46544189453125,11.530117884549227,11.322995730808803,10.679455151111622,,,12.44377907369211,0.02,0
1996-02-22 00:00:00+05:30,11.356460360415722,11.763866717342406,11.257155029526057,11.684932708740234,283157057,0.0,0.0,11.718331839832056,-1,,11.718331839832056,11.440488052368163,11.543543815612793,11.416299070630755,10.792683549702462,,,12.413884584609262,0.02,0
